program,course_code,title,category,academic_year,semester,credits,language,course_url,description,skills_tags,type_of_exam
Business Administration / Law & Economics,4.608,"Klima, Karten und Computer",Area of concentration,2026.0,Spring,6.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,608,1.00.pdf",Course on the history of climate science and its interaction with politics and society.,"climate, science history, policy, research, analysis",Portfolio (100%)
Business Administration / Law & Economics,4.556,Konflikte klären als Führungskompetenz,Area of concentration,2026.0,Spring,3.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,556,1.00.pdf",Course on conflict resolution and leadership communication strategies.,"conflict resolution, leadership, negotiation, communication",Exam (75%) + presentation (25%)
Business Administration / Law & Economics,4.601,"Populismus, Patriotismus, Nationalismus",Area of concentration,2026.0,Spring,6.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,601,1.00.pdf",Course on the evolution of nationalism and populism from antiquity to modern politics.,"populism, nationalism, politics, history, analysis",Exam (60%) + presentation (40%)
Business Administration / Law & Economics,4.609,Vom Spinnen zum Prêt-à-porter,Area of concentration,2026.0,Spring,3.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,609,1.00.pdf",Course on the economic history of textiles and global trade systems.,"economic history, trade, globalization, research, analysis",Paper (60%) + presentation (40%)
Business Administration / Law & Economics,4.631,Philosophie des Geldes,Area of concentration,2026.0,Spring,3.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,631,1.00.pdf","Philosophical analysis of money, value, ethics and society.","philosophy, economics, ethics, critical thinking, analysis",Paper (70%) + presentation (30%)
Business Administration / Law & Economics,4.636,Sexing the Brain,Area of concentration,2026.0,Spring,6.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,636,1.00.pdf","Course on gender, science, and societal construction of biological differences.","gender studies, sociology, critical thinking, research",Portfolio (100%)
Business Administration / Law & Economics,4.633,Unequal Britain,Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,633,1.00.pdf","Course on inequality, power, and social structures using UK as case study.","inequality, sociology, politics, critical thinking, research",Paper (60%) + presentation (40%)
Business Administration / Law & Economics,4.614,Von Menschen und Maschinen,Area of concentration,2026.0,Spring,3.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,614,1.00.pdf",Course on history and societal impact of digital transformation.,"digitalization, technology, history, analysis, research",Paper (70%) + presentation (30%)
Business Administration / Law & Economics,4.646,Creative Storytelling,Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,646,1.00.pdf",Course on storytelling techniques for business and personal communication.,"storytelling, communication, creativity, presentation",Paper (50%) + project (50%)
Business Administration / Law & Economics,4.632,"Drugs, Security and Democracy in Latin America",Area of concentration,2026.0,Spring,6.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,632,1.00.pdf","Course on drugs, inequality, and political systems in Latin America.","geopolitics, development, security, research, analysis",Portfolio (100%)
Business Administration,4.615,Kulturgeschichte des Führens,Area of concentration,2026.0,Spring,6.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,615,1.00.pdf","Historical perspectives on leadership across politics, military and business.","leadership, strategy, history, critical thinking",Portfolio (100%)
Business Administration / Law & Economics,4.625,Herausforderung Demokratie,Area of concentration,2026.0,Spring,6.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,625,1.00.pdf",Course on democratic theory and political philosophy.,"democracy, philosophy, politics, argumentation",Paper (40%) + presentations (60%)
Business Administration / Law & Economics,4.642,Innovation for Social Change,Area of concentration,2026.0,Spring,6.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,642,1.00.pdf",Course on social innovation and creative solutions to global challenges.,"innovation, social impact, creativity, strategy",Papers + presentation
Business Administration / Law & Economics,4.617,Nine to Five - Dream and Nightmare,Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,617,1.00.pdf","Course on office work, corporate culture, and societal impact of bureaucracy.","work culture, sociology, history, analysis",Portfolio (100%)
Business Administration / Law & Economics,4.664,Diplomacy and the Private Sector in Kenya,Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,664,1.00.pdf","Political, economic and business transformation in Kenya and Africa.","geopolitics, diplomacy, emerging markets, intercultural skills",Presentation (40%) + written work (30% + 30%)
Business Administration / Law & Economics,4.647,Dress-Codes des Erfolgs,Area of concentration,2026.0,Spring,6.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,647,1.00.pdf","Study of appearance, identity and professional signaling.","communication, personal branding, sociology, signaling",Written work (50%) + presentations (50%)
Business Administration / Law & Economics,4.667,Islam Today - Muslims and Modernity,Area of concentration,2026.0,Spring,6.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,667,1.00.pdf",Study of Islam in modern societies and global debates.,"religion, geopolitics, cultural analysis, critical thinking",Exam (40%) + written work (40%) + presentation (20%)
Business Administration / Law & Economics,4.663,Italian History through Primo Levi,Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,663,1.00.pdf","Italian history, ethics, fascism and post-war society through literature.","history, ethics, literature, analysis",Written work (70%) + presentation (30%)
Business Administration / Law & Economics,4.662,Tourism and Sustainability,Area of concentration,2026.0,Spring,6.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,662,1.00.pdf","Travel behavior, sustainability and social dynamics of tourism.","sustainability, consumer behavior, sociology, research",Portfolio (100%)
Business Administration,4.668,"Coca, Cacao and Coffee in Colombia",Area of concentration,2026.0,Spring,6.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,668,1.00.pdf","Development, peacebuilding and commodity chains in Colombia.","development, supply chains, geopolitics, sustainability",Portfolio (100%)
Business Administration / Law & Economics,4.665,Albania: Communism to Democracy,Area of concentration,2026.0,Spring,3.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,664,1.00.pdf",Political and social transition from communism to democracy.,"political systems, migration, transformation, analysis",Presentation (50%) + written work (50%)
Business Administration,4.666,China’s New Super Cities,Area of concentration,2026.0,Spring,6.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,666,1.00.pdf","Urbanization, culture and society in modern China.","urbanization, globalization, China, cultural analysis",Portfolio (100%)
Business Administration,4.669,Corruption and Criminality - Italy,Area of concentration,2026.0,Spring,6.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,669,1.00.pdf","Corruption, mafia and political systems in Italy.","corruption, political economy, crime, analysis",Written work (50%) + presentations (50%)
Business Administration / Law & Economics,4.661,Cultural Museums in the City,Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,661,1.00.pdf",Role of museums in society and cultural representation.,"culture, curation, public policy, analysis",Written work (70%) + presentation (30%)
Business Administration / Law & Economics,4.673,"Jazz - Music, Context, and Influence",Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,673,1.00.pdf","Course on jazz history, styles, and its social, political and cultural context.","music, culture, history, analysis, critical thinking",Written work (50%) + written work (50%)
Business Administration / Law & Economics,4.674,Media and Culture in the Middle East,Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,674,1.00.pdf","Study of media systems, politics and cultural dynamics in the Middle East.","media, geopolitics, culture, critical thinking, analysis",Presentation (40%) + written work (60%)
Business Administration / Law & Economics,4.682,New Media in China,Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,682,1.00.pdf","Course on social media, censorship, AI and digital culture in China.","social media, AI, censorship, digital culture, China",Portfolio (100%)
Business Administration / Law & Economics,4.683,"Quo Vadis, Democracy?",Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,683,1.00.pdf","Course on democracy, media and future political systems.","democracy, politics, AI, media, critical thinking",Written work (50%) + written work (50%)
Business Administration / Law & Economics,4.685,Von Gutenberg-Galaxis bis Metaversum,Area of concentration,2026.0,Spring,3.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,685,1.00.pdf",Course on media evolution from print to digital platforms and metaverse.,"media, digital economy, platforms, communication, technology",Written work (50%) + presentation (50%)
Business Administration,4.67,Von Kriminellen bis zu Oligarchen,Area of concentration,2026.0,Spring,3.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,670,1.00.pdf","Course on power, crime and identity in Russian culture and politics.","geopolitics, power, crime, Russia, culture, analysis",Written exam (70%) + presentation (30%)
Business Administration / Law & Economics,4.678,China's Hard and Soft Power,Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,678,1.00.pdf","Course on China’s global influence combining economic, political and cultural power.","geopolitics, China, strategy, global power, policy",Presentation (50%) + written work (50%)
Business Administration / Law & Economics,4.681,Die Poesie des Bildes - Iranisches Kino,Area of concentration,2026.0,Spring,3.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,681,1.00.pdf","Course on Iranian cinema, censorship and cultural expression.","film, culture, Iran, media, analysis",Written exam (60%) + presentation (40%)
Business Administration / Law & Economics,4.68,"How Datafication, Surveillance and AI are Changing Media",Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,680,1.00.pdf","Course on misinformation, AI and digital media ecosystems.","AI, data, misinformation, media, analysis",Written work (70%) + presentation (30%)
Business Administration / Law & Economics,4.684,Visuelle Kommunikation und Werbung,Area of concentration,2026.0,Spring,6.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,684,1.00.pdf","Course on visual communication, advertising and media strategies.","marketing, communication, visual analysis, branding",Presentation (40%) + written work (50%) + group work (10%)
Business Administration / Law & Economics,4.702,Kriminalität und Strafverfolgung im digitalen Zeitalter,Area of concentration,2026.0,Spring,6.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,702,1.00.pdf","Course on cybercrime, digital investigation, IT forensics, and legal frameworks in the digital age.","cybercrime, IT law, forensics, cybersecurity, criminal law",Written exam (40%) + presentation (30%) + paper (30%)
Business Administration,4.701,Law & Economics Methode II,Area of concentration,2026.0,Spring,6.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,701,1.00.pdf","Course on legal reasoning, argumentation, logic, and application of economic and AI tools in law.","law, economics, logic, argumentation, AI, legal analysis",Written exam (50%) + group work (50%)
Business Administration / Law & Economics,4.706,Legal Tech und New Law,Area of concentration,2026.0,Spring,3.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,706,1.00.pdf","Course on AI, blockchain, and digital transformation of legal services and business models.","legal tech, AI, blockchain, innovation, law, digitalization",Paper (80%) + presentation (20%)
Business Administration / Law & Economics,4.7,Psychologische Begutachtung für die Rechtspraxis,Area of concentration,2026.0,Spring,6.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,700,1.00.pdf","Course on legal psychology, credibility assessment, and criminal responsibility evaluation.","legal psychology, decision-making, forensic analysis, law",Oral exam (60%) + paper (40%)
Business Administration / Law & Economics,4.703,Rechtsphilosophie,Area of concentration,2026.0,Spring,3.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,703,1.00.pdf","Course on philosophical foundations of law, justice, and ethical reasoning.","philosophy, law, ethics, critical thinking, argumentation",Written exam (90%) + participation (10%)
Business Administration / Law & Economics,4.688,Medientheorie von Adorno bis Zizek,Area of concentration,2026.0,Spring,6.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,688,1.00.pdf","Course on media theory, communication systems, and cultural analysis of media.","media theory, communication, culture, critical thinking",Written exam (50%) + presentation (25%) + paper (25%)
Business Administration / Law & Economics,4.686,Communication Theory and Practice - From the Analogue to the AI Age,Area of concentration,2026.0,Spring,6.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,686,1.00.pdf","Course on communication theory, media systems, AI, and digital communication strategies.","communication, AI, media literacy, strategy, analysis",Quiz (60%) + paper (20%) + role play (20%)
Business Administration / Law & Economics,4.687,Digital Disconnection,Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,687,1.00.pdf","Course on digital media, hyperconnectivity, and social/psychological impact of technology.","digital media, sociology, technology, critical thinking",Paper (50%) + presentation (50%)
Business Administration / Law & Economics,4.705,Einführung in die Kriminologie,Area of concentration,2026.0,Spring,3.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,705,1.00.pdf","Course on criminological theories, crime patterns, and prevention strategies.","criminology, sociology, crime analysis, research",Paper (67%) + presentation (33%)
Business Administration / Law & Economics,4.689,"Global Media, Transnational Networks and Communication",Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,689,1.00.pdf","Course on global media systems, power, identity, and digital communication networks.","globalization, media, communication, power, analysis",Written work (70%) + written work (30%)
Business Administration / Law & Economics,4.741,"Kritik als Konzept, Kompetenz und Fähigkeit am Beispiel des Whistleblowings",Area of concentration,2026.0,Spring,3.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,742,1.00.pdf","Course on whistleblowing, ethics, democracy, and critical thinking in organizations.","ethics, whistleblowing, critical thinking, governance",Paper (60%) + presentation (40%)
Business Administration / Law & Economics,4.721,"Neue Technologien, alte Machtverhältnisse?",Area of concentration,2026.0,Spring,3.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,721,1.00.pdf",Course on how technology reinforces or transforms social power structures such as racism and inequality.,"AI, inequality, sociology, technology, critical thinking",Paper (70%) + presentation (30%)
Business Administration / Law & Economics,4.725,Ruse of the Robots - Rethinking Automation Hype,Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,725,1.00.pdf","Course critically analyzing automation, AI, and the socio-economic narratives around technology.","AI, automation, economics, critical thinking, labor",Paper (70%) + oral exam (30%)
Business Administration / Law & Economics,4.742,Soziales Engagement in Praxis und Theorie,Area of concentration,2026.0,Spring,6.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,741,1.00.pdf",Course combining social work practice with theoretical reflection on societal challenges.,"social impact, communication, reflection, teamwork",Portfolio (100%)
Business Administration / Law & Economics,4.729,Technology and the Climate Crisis,Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,729,1.00.pdf",Course on technological solutions and limitations in addressing climate change.,"sustainability, climate, technology, critical thinking",Paper (80%) + presentation (20%)
Business Administration / Law & Economics,4.724,"Worte, Zahlen, Visualisierungen",Area of concentration,2026.0,Spring,3.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,724,1.00.pdf","Course on multimodal communication using text, data, and visualizations in modern discourse.","data analysis, visualization, communication, critical thinking",Exam (60%) + presentation (40%)
Business Administration / Law & Economics,4.74,Auf dem Weg zu einer Kreislaufwirtschaft,Area of concentration,2026.0,Spring,3.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,740,1.00.pdf","Course on circular economy concepts, sustainability models, and environmental systems.","sustainability, circular economy, systems thinking",Paper (60%) + presentation (40%)
Business Administration / Law & Economics,4.73,Digital Platforms and the Future of Labor,Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,730,1.00.pdf","Course on gig economy, platform work, and digital labor systems.","platform economy, labor, data, economics",Paper (50%) + presentation (35%) + quiz (15%)
Business Administration / Law & Economics,4.709,Forensische Psychiatrie,Area of concentration,2026.0,Spring,3.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,709,1.00.pdf","Course on forensic psychiatry, criminal responsibility, and mental health in law.","psychology, law, risk analysis, criminology",Exam (70%) + presentation (30%)
Business Administration / Law & Economics,4.708,Geschichte des Privatrechts,Area of concentration,2026.0,Spring,3.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,708,1.00.pdf",Course on historical development of private law and legal systems in Europe.,"law, history, legal systems, analysis",Oral exam (100%)
Business Administration / Law & Economics,4.752,"Effects of ecological crises on human cognition, emotion, and behaviour",Area of concentration,2026.0,Spring,6.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,752,1.00.pdf",Course on psychological and behavioral effects of climate change and ecological crises.,"sustainability, psychology, climate, behavior, mental health",Portfolio (100%)
Business Administration / Law & Economics,4.747,Global Challenges - A Normative Economics Perspective,Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,747,1.00.pdf","Course on global issues (AI, climate, inequality) analyzed through normative economics and justice theories.","economics, policy, ethics, AI, inequality",Exam (50%) + presentation (50%)
Business Administration / Law & Economics,4.743,How to Understand Greenwashing,Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,743,1.00.pdf","Course on corporate sustainability narratives, greenwashing, and ethical consumerism.","sustainability, CSR, ethics, marketing, analysis",Paper (60%) + presentation (40%)
Business Administration / Law & Economics,4.756,"Mensch, Arbeit, Ethik",Area of concentration,2026.0,Spring,3.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,756,1.00.pdf","Course on ethical, social, and cultural aspects of work and labor transformations.","ethics, labor, sociology, philosophy",Paper (60%) + presentation (40%)
Business Administration / Law & Economics,4.753,The Power of Games - Sustainability Transitions,Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,753,1.00.pdf",Course on simulation games to model and understand sustainability transitions.,"sustainability, strategy, simulation, systems thinking",Presentation (60%) + paper (40%)
Business Administration / Law & Economics,4.749,Wann und wie ist Krieg erlaubt?,Area of concentration,2026.0,Spring,3.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,749,1.00.pdf","Course on ethics of war, legitimacy, and political philosophy of conflict.","ethics, politics, philosophy, critical thinking",Paper (50%) + presentation (50%)
Business Administration,4.745,All you can fish? Unternehmensplanspiel,Area of concentration,2026.0,Spring,3.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,745,1.00.pdf",Simulation-based course on balancing profit and sustainability in resource management.,"sustainability, strategy, decision-making, CSR",Presentation (60%) + paper (40%)
Business Administration / Law & Economics,4.746,Sport zwischen Ethik und Kommerz,Area of concentration,2026.0,Spring,3.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,746,1.00.pdf",Course on ethical and economic conflicts in professional sports and commercialization.,"ethics, business, sport, governance",Paper (55%) + presentation (45%)
Business Administration / Law & Economics,4.748,Corporate Responsibility in Sub-Saharan Africa,Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,748,1.00.pdf","Course on ethical dilemmas of companies in developing economies (health, tech, human rights).","CSR, ethics, global business, human rights",Paper (50%) + presentation (50%)
Business Administration / Law & Economics,4.744,Democratizing Work,Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,744,1.00.pdf","Course on democratic organizations, cooperatives, and alternative economic models.","governance, economics, sustainability, leadership",Presentation (35%) + paper (35%) + role play (30%)
Business Administration / Law & Economics,8.679,Kulturen/Cultures Workshop,Area of concentration,2026.0,Spring,6.0,English,https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/CourseInformationSheet.ashx?HsgEntityId=6358e23b-3a54-4210-a8f3-160d0cac2e52,Advanced workshop to develop an independent research project in cultural studies.,"research, culture, analysis, writing, critical thinking",Portfolio (100%)
Business Administration / Law & Economics,8.739,Technologien/Technologies Workshop,Area of concentration,2026.0,Spring,6.0,English,https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/CourseInformationSheet.ashx?HsgEntityId=66dd1e5d-3a6b-423b-ba5a-b308247c1ef4,"Workshop analyzing societal impact, norms, and implications of technologies.","technology, ethics, analysis, research, critical thinking",Portfolio (100%)
Business Administration / Law & Economics,8.759,Responsibility Workshop,Area of concentration,2026.0,Spring,6.0,English,https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/CourseInformationSheet.ashx?HsgEntityId=532c0e69-8da9-4984-a094-60ee339f2334,"Workshop on responsibility across individual, corporate, and societal levels.","ethics, sustainability, strategy, responsibility, research",Portfolio (100%)
Business Administration / Law & Economics,4.762,Game Design 101,Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,762,1.00.pdf",Hands-on course on designing and prototyping games with focus on mechanics and engagement.,"creativity, design, gamification, innovation",Paper (55%) + presentation (45%)
Business Administration / Law & Economics,8.699,Media Workshop,Area of concentration,2026.0,Spring,6.0,English,https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/CourseInformationSheet.ashx?HsgEntityId=d6c18a83-be3a-4268-8f93-0cd43f58c216,"Workshop on media analysis, research methods, and societal impact of media systems.","media, research, analysis, communication",Portfolio (100%)
Business Administration / Law & Economics,8.659,Creativity Workshop,Area of concentration,2026.0,Spring,6.0,English,https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/CourseInformationSheet.ashx?HsgEntityId=848b5e6c-d4d4-4a30-9ec2-1f689c68cca5,"Workshop focused on creative processes, interventions, and problem solving.","creativity, innovation, design thinking, problem solving",Portfolio (100%)
Business Administration / Law & Economics,4.783,Skills: Emotionale Intelligenz,Skills,2026.0,Spring,2.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,783,1.00.pdf","Course on emotional intelligence, group dynamics, leadership, and communication in teams.","leadership, communication, emotional intelligence, teamwork, group dynamics",Presentation (35%) + group paper (35%) + individual paper (30%)
Business Administration / Law & Economics,4.784,Skills: From Prompt to Plot - Data Visualization with AI Copilots,Skills,2026.0,Spring,2.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,784,1.00.pdf","Course on data visualization using AI tools, including ChatGPT, Python, and R, with focus on communication and analysis.","data analysis, AI, visualization, statistics, programming",Portfolio (100%)
Business Administration / Law & Economics,4.781,Skills: Theater spielen - Analyse von Kommunikationsstrukturen,Skills,2026.0,Spring,2.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,781,1.00.pdf","Course using theater methods to improve communication, presence, and conflict management.","communication, presentation, creativity, interpersonal skills, performance",Roleplay (50%) + written work (50%)
Business Administration / Law & Economics,4.788,Skills: Werteorientiertes Fundraising,Skills,2026.0,Spring,3.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,788,1.00.pdf","Course on fundraising strategies, donor psychology, and ethical considerations in nonprofit contexts.","fundraising, strategy, storytelling, ethics, nonprofit",Paper (70%) + presentation (30%)
Business Administration / Law & Economics,4.785,Skills: (Self-) Leadership - High Performance & Resilience,Skills,2026.0,Spring,2.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,785,1.00.pdf","Course on self-leadership, resilience, burnout prevention, and leadership in modern organizations.","leadership, resilience, self-management, performance, wellbeing",Presentation (50%) + paper (50%)
Business Administration / Law & Economics,4.787,Skills: Wissenschaftlich schreiben mit AI-Unterstützung,Skills,2026.0,Spring,2.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,787,1.00.pdf","Course on academic writing, AI tools, and ethical use of large language models in research.","academic writing, AI, research, critical thinking, LLM",Written work (80%) + written work (20%)
Business Administration / Law & Economics,4.782,Skills: Be the Change - Discovering Consulting and Sustainability,Skills,2026.0,Spring,4.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,782,1.00.pdf",Hands-on consulting course with real sustainability projects and companies.,"consulting, sustainability, teamwork, problem solving, strategy",Portfolio (100%)
Business Administration / Law & Economics,4.786,Skills: Intercultural Communication - CEE Region,Skills,2026.0,Spring,2.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,786,1.00.pdf","Course on intercultural communication, politics, and business in Central and Eastern Europe.","intercultural communication, global mindset, negotiation, politics",Presentation (60%) + paper (40%)
Business Administration / Law & Economics,4.793,Skills: Präsentationskompetenz,Skills,2026.0,Spring,2.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,793,1.00.pdf","Course on public speaking, rhetoric, and effective presentation in professional contexts.","presentation, communication, public speaking, rhetoric",Portfolio (100%)
Business Administration / Law & Economics,4.789,Skills: Resilienz und mentale Gesundheit,Skills,2026.0,Spring,2.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,789,1.00.pdf","Course on resilience, stress management, and mental health development.","resilience, mental health, self-awareness, wellbeing",Paper (60%) + presentation (40%)
